EmployeeID,recorddate_key,birthdate_key,orighiredate_key,terminationdate_key,age,length_of_service,city_name,department_name,job_title,store_name,gender_short,gender_full,termreason_desc,termtype_desc,STATUS_YEAR,STATUS,BUSINESS_UNIT
3414,12/31/2009 0:00,3/11/1960,7/25/1995,1/1/1900,49,14,Vancouver,Meats,Meat Cutter,42,F,Female,Not Applicable,Not Applicable,2009,ACTIVE,STORES
3414,12/31/2010 0:00,3/11/1960,7/25/1995,1/1/1900,50,15,Vancouver,Meats,Meat Cutter,42,F,Female,Not Applicable,Not Applicable,2010,ACTIVE,STORES
3414,12/31/2011 0:00,3/11/1960,7/25/1995,1/1/1900,51,16,Vancouver,Meats,Meat Cutter,42,F,Female,Not Applicable,Not Applicable,2011,ACTIVE,STORES
3414,12/31/2012 0:00,3/11/1960,7/25/1995,1/1/1900,52,17,Vancouver,Meats,Meat Cutter,42,F,Female,Not Applicable,Not Applicable,2012,ACTIVE,STORES
3414,12/31/2013 0:00,3/11/1960,7/25/1995,1/1/1900,53,18,Vancouver,Meats,Meat Cutter,42,F,Female,Not Applicable,Not Applicable,2013,ACTIVE,STORES
3414,12/31/2014 0:00,3/11/1960,7/25/1995,1/1/1900,54,19,Vancouver,Meats,Meat Cutter,42,F,Female,Not Applicable,Not Applicable,2014,ACTIVE,STORES
3414,12/31/2015 0:00,3/11/1960,7/25/1995,1/1/1900,55,20,Vancouver,Meats,Meat Cutter,42,F,Female,Not Applicable,Not Applicable,2015,ACTIVE,STORES
3415,12/31/2006 0:00,3/10/1960,7/25/1995,1/1/1900,46,11,New Westminster,Produce,Produce Clerk,21,M,Male,Not Applicable,Not Applicable,2006,ACTIVE,STORES
3415,12/31/2007 0:00,3/10/1960,7/25/1995,1/1/1900,47,12,New Westminster,Produce,Produce Clerk,21,M,Male,Not Applicable,Not Applicable,2007,ACTIVE,STORES
3415,12/31/2008 0:00,3/10/1960,7/25/1995,1/1/1900,48,13,New Westminster,Produce,Produce Clerk,21,M,Male,Not Applicable,Not Applicable,2008,ACTIVE,STORES
3415,12/31/2009 0:00,3/10/1960,7/25/1995,1/1/1900,49,14,New Westminster,Produce,Produce Clerk,21,M,Male,Not Applicable,Not Applicable,2009,ACTIVE,STORES
3415,12/31/2010 0:00,3/10/1960,7/25/1995,1/1/1900,50,15,New Westminster,Produce,Produce Clerk,21,M,Male,Not Applicable,Not Applicable,2010,ACTIVE,STORES
3415,12/31/2011 0:00,3/10/1960,7/25/1995,1/1/1900,51,16,New Westminster,Produce,Produce Clerk,21,M,Male,Not Applicable,Not Applicable,2011,ACTIVE,STORES
3415,12/31/2012 0:00,3/10/1960,7/25/1995,1/1/1900,52,17,New Westminster,Produce,Produce Clerk,21,M,Male,Not Applicable,Not Applicable,2012,ACTIVE,STORES
3415,12/31/2013 0:00,3/10/1960,7/25/1995,1/1/1900,53,18,New Westminster,Produce,Produce Clerk,21,M,Male,Not Applicable,Not Applicable,2013,ACTIVE,STORES
3415,12/31/2014 0:00,3/10/1960,7/25/1995,1/1/1900,54,19,New Westminster,Produce,Produce Clerk,21,M,Male,Not Applicable,Not Applicable,2014,ACTIVE,STORES
3415,12/31/2015 0:00,3/10/1960,7/25/1995,1/1/1900,55,20,New Westminster,Produce,Produce Clerk,21,M,Male,Not Applicable,Not Applicable,2015,ACTIVE,STORES
3416,12/31/2006 0:00,3/10/1960,7/25/1995,1/1/1900,46,11,Trail,Meats,Meat Cutter,33,F,Female,Not Applicable,Not Applicable,2006,ACTIVE,STORES
3416,12/31/2007 0:00,3/10/1960,7/25/1995,1/1/1900,47,12,Trail,Meats,Meat Cutter,33,F,Female,Not Applicable,Not Applicable,2007,ACTIVE,STORES
3416,12/31/2008 0:00,3/10/1960,7/25/1995,1/1/1900,48,13,Trail,Meats,Meat Cutter,33,F,Female,Not Applicable,Not Applicable,2008,ACTIVE,STORES
3416,12/31/2009 0:00,3/10/1960,7/25/1995,1/1/1900,49,14,Trail,Meats,Meat Cutter,33,F,Female,Not Applicable,Not Applicable,2009,ACTIVE,STORES
3416,12/31/2010 0:00,3/10/1960,7/25/1995,1/1/1900,50,15,Trail,Meats,Meat Cutter,33,F,Female,Not Applicable,Not Applicable,2010,ACTIVE,STORES
3416,12/31/2011 0:00,3/10/1960,7/25/1995,1/1/1900,51,16,Trail,Meats,Meat Cutter,33,F,Female,Not Applicable,Not Applicable,2011,ACTIVE,STORES
3416,12/31/2012 0:00,3/10/1960,7/25/1995,1/1/1900,52,17,Trail,Meats,Meat Cutter,33,F,Female,Not Applicable,Not Applicable,2012,ACTIVE,STORES
3416,12/31/2013 0:00,3/10/1960,7/25/1995,1/1/1900,53,18,Trail,Meats,Meat Cutter,33,F,Female,Not Applicable,Not Applicable,2013,ACTIVE,STORES
3416,12/31/2014 0:00,3/10/1960,7/25/1995,1/1/1900,54,19,Trail,Meats,Meat Cutter,33,F,Female,Not Applicable,Not Applicable,2014,ACTIVE,STORES
3416,12/31/2015 0:00,3/10/1960,7/25/1995,1/1/1900,55,20,Trail,Meats,Meat Cutter,33,F,Female,Not Applicable,Not Applicable,2015,ACTIVE,STORES
3417,12/31/2006 0:00,1/18/1944,7/26/1995,1/18/2009,62,11,Terrace,Meats,Meat Cutter,32,F,Female,Not Applicable,Not Applicable,2006,ACTIVE,STORES
3417,12/31/2007 0:00,1/18/1944,7/26/1995,1/18/2009,63,12,Terrace,Meats,Meat Cutter,32,F,Female,Not Applicable,Not Applicable,2007,ACTIVE,STORES
3417,12/31/2008 0:00,1/18/1944,7/26/1995,1/18/2009,64,13,Terrace,Meats,Meat Cutter,32,F,Female,Not Applicable,Not Applicable,2008,ACTIVE,STORES
3418,12/31/2006 0:00,3/22/1960,7/31/1995,1/1/1900,46,11,Kamloops,Meats,Meat Cutter,15,M,Male,Not Applicable,Not Applicable,2006,ACTIVE,STORES
3418,12/31/2007 0:00,3/22/1960,7/31/1995,1/1/1900,47,12,Kamloops,Meats,Meat Cutter,15,M,Male,Not Applicable,Not Applicable,2007,ACTIVE,STORES
3418,12/31/2008 0:00,3/22/1960,7/31/1995,1/1/1900,48,13,Kamloops,Meats,Meat Cutter,15,M,Male,Not Applicable,Not Applicable,2008,ACTIVE,STORES
3418,12/31/2009 0:00,3/22/1960,7/31/1995,1/1/1900,49,14,Kamloops,Meats,Meat Cutter,15,M,Male,Not Applicable,Not Applicable,2009,ACTIVE,STORES
3418,12/31/2010 0:00,3/22/1960,7/31/1995,1/1/1900,50,15,Kamloops,Meats,Meat Cutter,15,M,Male,Not Applicable,Not Applicable,2010,ACTIVE,STORES
3418,12/31/2011 0:00,3/22/1960,7/31/1995,1/1/1900,51,16,Kamloops,Meats,Meat Cutter,15,M,Male,Not Applicable,Not Applicable,2011,ACTIVE,STORES
3418,12/31/2012 0:00,3/22/1960,7/31/1995,1/1/1900,52,17,Kamloops,Meats,Meat Cutter,15,M,Male,Not Applicable,Not Applicable,2012,ACTIVE,STORES
3418,12/31/2013 0:00,3/22/1960,7/31/1995,1/1/1900,53,18,Kamloops,Meats,Meat Cutter,15,M,Male,Not Applicable,Not Applicable,2013,ACTIVE,STORES
3418,12/31/2014 0:00,3/22/1960,7/31/1995,1/1/1900,54,19,Kamloops,Meats,Meat Cutter,15,M,Male,Not Applicable,Not Applicable,2014,ACTIVE,STORES
3418,12/31/2015 0:00,3/22/1960,7/31/1995,1/1/1900,55,20,Kamloops,Meats,Meat Cutter,15,M,Male,Not Applicable,Not Applicable,2015,ACTIVE,STORES
3419,12/31/2006 0:00,3/24/1960,8/1/1995,1/1/1900,46,11,Nanaimo,Produce,Produce Clerk,18,F,Female,Not Applicable,Not Applicable,2006,ACTIVE,STORES
3419,12/31/2007 0:00,3/24/1960,8/1/1995,1/1/1900,47,12,Nanaimo,Produce,Produce Clerk,18,F,Female,Not Applicable,Not Applicable,2007,ACTIVE,STORES
3419,12/31/2008 0:00,3/24/1960,8/1/1995,1/1/1900,48,13,Nanaimo,Produce,Produce Clerk,18,F,Female,Not Applicable,Not Applicable,2008,ACTIVE,STORES
3419,12/31/2009 0:00,3/24/1960,8/1/1995,1/1/1900,49,14,Nanaimo,Produce,Produce Clerk,18,F,Female,Not Applicable,Not Applicable,2009,ACTIVE,STORES
3419,12/31/2010 0:00,3/24/1960,8/1/1995,1/1/1900,50,15,Nanaimo,Produce,Produce Clerk,18,F,Female,Not Applicable,Not Applicable,2010,ACTIVE,STORES
3419,12/31/2011 0:00,3/24/1960,8/1/1995,1/1/1900,51,16,Nanaimo,Produce,Produce Clerk,18,F,Female,Not Applicable,Not Applicable,2011,ACTIVE,STORES
3419,12/31/2012 0:00,3/24/1960,8/1/1995,1/1/1900,52,17,Nanaimo,Produce,Produce Clerk,18,F,Female,Not Applicable,Not Applicable,2012,ACTIVE,STORES
3419,12/31/2013 0:00,3/24/1960,8/1/1995,1/1/1900,53,18,Nanaimo,Produce,Produce Clerk,18,F,Female,Not Applicable,Not Applicable,2013,ACTIVE,STORES
3419,12/31/2014 0:00,3/24/1960,8/1/1995,1/1/1900,54,19,Nanaimo,Produce,Produce Clerk,18,F,Female,Not Applicable,Not Applicable,2014,ACTIVE,STORES
3419,12/31/2015 0:00,3/24/1960,8/1/1995,1/1/1900,55,20,Nanaimo,Produce,Produce Clerk,18,F,Female,Not Applicable,Not Applicable,2015,ACTIVE,STORES
3420,12/31/2006 0:00,3/23/1960,8/1/1995,1/1/1900,46,11,Aldergrove,Meats,Meat Cutter,2,M,Male,Not Applicable,Not Applicable,2006,ACTIVE,STORES
3420,12/31/2007 0:00,3/23/1960,8/1/1995,1/1/1900,47,12,Aldergrove,Meats,Meat Cutter,2,M,Male,Not Applicable,Not Applicable,2007,ACTIVE,STORES
3420,12/31/2008 0:00,3/23/1960,8/1/1995,1/1/1900,48,13,Aldergrove,Meats,Meat Cutter,2,M,Male,Not Applicable,Not Applicable,2008,ACTIVE,STORES
3420,12/31/2009 0:00,3/23/1960,8/1/1995,1/1/1900,49,14,Aldergrove,Meats,Meat Cutter,2,M,Male,Not Applicable,Not Applicable,2009,ACTIVE,STORES
3420,12/31/2010 0:00,3/23/1960,8/1/1995,1/1/1900,50,15,Aldergrove,Meats,Meat Cutter,2,M,Male,Not Applicable,Not Applicable,2010,ACTIVE,STORES
3420,12/31/2011 0:00,3/23/1960,8/1/1995,1/1/1900,51,16,Aldergrove,Meats,Meat Cutter,2,M,Male,Not Applicable,Not Applicable,2011,ACTIVE,STORES
3420,12/31/2012 0:00,3/23/1960,8/1/1995,1/1/1900,52,17,Aldergrove,Meats,Meat Cutter,2,M,Male,Not Applicable,Not Applicable,2012,ACTIVE,STORES
3420,12/31/2013 0:00,3/23/1960,8/1/1995,1/1/1900,53,18,Aldergrove,Meats,Meat Cutter,2,M,Male,Not Applicable,Not Applicable,2013,ACTIVE,STORES
3420,12/31/2014 0:00,3/23/1960,8/1/1995,1/1/1900,54,19,Aldergrove,Meats,Meat Cutter,2,M,Male,Not Applicable,Not Applicable,2014,ACTIVE,STORES
3420,12/31/2015 0:00,3/23/1960,8/1/1995,1/1/1900,55,20,Aldergrove,Meats,Meat Cutter,2,M,Male,Not Applicable,Not Applicable,2015,ACTIVE,STORES
3421,12/31/2006 0:00,3/26/1960,8/2/1995,1/1/1900,46,11,Terrace,Produce,Produce Clerk,32,F,Female,Not Applicable,Not Applicable,2006,ACTIVE,STORES
3421,12/31/2007 0:00,3/26/1960,8/2/1995,1/1/1900,47,12,Terrace,Produce,Produce Clerk,32,F,Female,Not Applicable,Not Applicable,2007,ACTIVE,STORES
3421,12/31/2008 0:00,3/26/1960,8/2/1995,1/1/1900,48,13,Terrace,Produce,Produce Clerk,32,F,Female,Not Applicable,Not Applicable,2008,ACTIVE,STORES
3421,12/31/2009 0:00,3/26/1960,8/2/1995,1/1/1900,49,14,Terrace,Produce,Produce Clerk,32,F,Female,Not Applicable,Not Applicable,2009,ACTIVE,STORES
3421,12/31/2010 0:00,3/26/1960,8/2/1995,1/1/1900,50,15,Terrace,Produce,Produce Clerk,32,F,Female,Not Applicable,Not Applicable,2010,ACTIVE,STORES
3421,12/31/2011 0:00,3/26/1960,8/2/1995,1/1/1900,51,16,Terrace,Produce,Produce Clerk,32,F,Female,Not Applicable,Not Applicable,2011,ACTIVE,STORES
3421,12/31/2012 0:00,3/26/1960,8/2/1995,1/1/1900,52,17,Terrace,Produce,Produce Clerk,32,F,Female,Not Applicable,Not Applicable,2012,ACTIVE,STORES
3421,12/31/2013 0:00,3/26/1960,8/2/1995,1/1/1900,53,18,Terrace,Produce,Produce Clerk,32,F,Female,Not Applicable,Not Applicable,2013,ACTIVE,STORES
3421,12/31/2014 0:00,3/26/1960,8/2/1995,1/1/1900,54,19,Terrace,Produce,Produce Clerk,32,F,Female,Not Applicable,Not Applicable,2014,ACTIVE,STORES
3421,12/31/2015 0:00,3/26/1960,8/2/1995,1/1/1900,55,20,Terrace,Produce,Produce Clerk,32,F,Female,Not Applicable,Not Applicable,2015,ACTIVE,STORES
3423,12/31/2006 0:00,4/10/1960,8/10/1995,1/1/1900,46,11,Surrey,Produce,Produce Clerk,31,M,Male,Not Applicable,Not Applicable,2006,ACTIVE,STORES
3423,12/31/2007 0:00,4/10/1960,8/10/1995,1/1/1900,47,12,Surrey,Produce,Produce Clerk,31,M,Male,Not Applicable,Not Applicable,2007,ACTIVE,STORES
3423,12/31/2008 0:00,4/10/1960,8/10/1995,1/1/1900,48,13,Surrey,Produce,Produce Clerk,31,M,Male,Not Applicable,Not Applicable,2008,ACTIVE,STORES
3423,12/31/2009 0:00,4/10/1960,8/10/1995,1/1/1900,49,14,Surrey,Produce,Produce Clerk,31,M,Male,Not Applicable,Not Applicable,2009,ACTIVE,STORES
3423,12/31/2010 0:00,4/10/1960,8/10/1995,1/1/1900,50,15,Surrey,Produce,Produce Clerk,31,M,Male,Not Applicable,Not Applicable,2010,ACTIVE,STORES
3423,12/31/2011 0:00,4/10/1960,8/10/1995,1/1/1900,51,16,Surrey,Produce,Produce Clerk,31,M,Male,Not Applicable,Not Applicable,2011,ACTIVE,STORES
3423,12/31/2012 0:00,4/10/1960,8/10/1995,1/1/1900,52,17,Surrey,Produce,Produce Clerk,31,M,Male,Not Applicable,Not Applicable,2012,ACTIVE,STORES
3423,12/31/2013 0:00,4/10/1960,8/10/1995,1/1/1900,53,18,Surrey,Produce,Produce Clerk,31,M,Male,Not Applicable,Not Applicable,2013,ACTIVE,STORES
3423,12/31/2014 0:00,4/10/1960,8/10/1995,1/1/1900,54,19,Surrey,Produce,Produce Clerk,31,M,Male,Not Applicable,Not Applicable,2014,ACTIVE,STORES
3423,12/31/2015 0:00,4/10/1960,8/10/1995,1/1/1900,55,20,Surrey,Produce,Produce Clerk,31,M,Male,Not Applicable,Not Applicable,2015,ACTIVE,STORES
3424,12/31/2006 0:00,4/9/1960,8/10/1995,1/1/1900,46,11,Vancouver,Meats,Meat Cutter,42,F,Female,Not Applicable,Not Applicable,2006,ACTIVE,STORES
3424,12/31/2007 0:00,4/9/1960,8/10/1995,1/1/1900,47,12,Vancouver,Meats,Meat Cutter,42,F,Female,Not Applicable,Not Applicable,2007,ACTIVE,STORES
3424,12/31/2008 0:00,4/9/1960,8/10/1995,1/1/1900,48,13,Vancouver,Meats,Meat Cutter,42,F,Female,Not Applicable,Not Applicable,2008,ACTIVE,STORES
3424,12/31/2009 0:00,4/9/1960,8/10/1995,1/1/1900,49,14,Vancouver,Meats,Meat Cutter,42,F,Female,Not Applicable,Not Applicable,2009,ACTIVE,STORES
3424,12/31/2010 0:00,4/9/1960,8/10/1995,1/1/1900,50,15,Vancouver,Meats,Meat Cutter,42,F,Female,Not Applicable,Not Applicable,2010,ACTIVE,STORES
3424,12/31/2011 0:00,4/9/1960,8/10/1995,1/1/1900,51,16,Vancouver,Meats,Meat Cutter,42,F,Female,Not Applicable,Not Applicable,2011,ACTIVE,STORES
3424,12/31/2012 0:00,4/9/1960,8/10/1995,1/1/1900,52,17,Vancouver,Meats,Meat Cutter,42,F,Female,Not Applicable,Not Applicable,2012,ACTIVE,STORES
3424,12/31/2013 0:00,4/9/1960,8/10/1995,1/1/1900,53,18,Vancouver,Meats,Meat Cutter,42,F,Female,Not Applicable,Not Applicable,2013,ACTIVE,STORES
3424,12/31/2014 0:00,4/9/1960,8/10/1995,1/1/1900,54,19,Vancouver,Meats,Meat Cutter,42,F,Female,Not Applicable,Not Applicable,2014,ACTIVE,STORES
3424,12/31/2015 0:00,4/9/1960,8/10/1995,1/1/1900,55,20,Vancouver,Meats,Meat Cutter,42,F,Female,Not Applicable,Not Applicable,2015,ACTIVE,STORES
3425,12/31/2006 0:00,4/9/1960,8/10/1995,1/1/1900,46,11,Cranbrook,Meats,Meat Cutter,8,M,Male,Not Applicable,Not Applicable,2006,ACTIVE,STORES
3425,12/31/2007 0:00,4/9/1960,8/10/1995,1/1/1900,47,12,Cranbrook,Meats,Meat Cutter,8,M,Male,Not Applicable,Not Applicable,2007,ACTIVE,STORES
3425,12/31/2008 0:00,4/9/1960,8/10/1995,1/1/1900,48,13,Cranbrook,Meats,Meat Cutter,8,M,Male,Not Applicable,Not Applicable,2008,ACTIVE,STORES
3425,12/31/2009 0:00,4/9/1960,8/10/1995,1/1/1900,49,14,Cranbrook,Meats,Meat Cutter,8,M,Male,Not Applicable,Not Applicable,2009,ACTIVE,STORES
3425,12/31/2010 0:00,4/9/1960,8/10/1995,1/1/1900,50,15,Cranbrook,Meats,Meat Cutter,8,M,Male,Not Applicable,Not Applicable,2010,ACTIVE,STORES
3425,12/31/2011 0:00,4/9/1960,8/10/1995,1/1/1900,51,16,Cranbrook,Meats,Meat Cutter,8,M,Male,Not Applicable,Not Applicable,2011,ACTIVE,STORES
3425,12/31/2012 0:00,4/9/1960,8/10/1995,1/1/1900,52,17,Cranbrook,Meats,Meat Cutter,8,M,Male,Not Applicable,Not Applicable,2012,ACTIVE,STORES
3425,12/31/2013 0:00,4/9/1960,8/10/1995,1/1/1900,53,18,Cranbrook,Meats,Meat Cutter,8,M,Male,Not Applicable,Not Applicable,2013,ACTIVE,STORES
3425,12/31/2014 0:00,4/9/1960,8/10/1995,1/1/1900,54,19,Cranbrook,Meats,Meat Cutter,8,M,Male,Not Applicable,Not Applicable,2014,ACTIVE,STORES
3425,12/31/2015 0:00,4/9/1960,8/10/1995,1/1/1900,55,20,Cranbrook,Meats,Meat Cutter,8,M,Male,Not Applicable,Not Applicable,2015,ACTIVE,STORES
3426,12/31/2006 0:00,2/2/1944,8/10/1995,2/2/2009,62,11,Trail,Meats,Meat Cutter,33,F,Female,Not Applicable,Not Applicable,2006,ACTIVE,STORES
3426,12/31/2007 0:00,2/2/1944,8/10/1995,2/2/2009,63,12,Trail,Meats,Meat Cutter,33,F,Female,Not Applicable,Not Applicable,2007,ACTIVE,STORES
3426,12/31/2008 0:00,2/2/1944,8/10/1995,2/2/2009,64,13,Trail,Meats,Meat Cutter,33,F,Female,Not Applicable,Not Applicable,2008,ACTIVE,STORES
3427,12/31/2006 0:00,4/12/1960,8/11/1995,1/1/1900,46,11,Nanaimo,Produce,Produce Clerk,18,F,Female,Not Applicable,Not Applicable,2006,ACTIVE,STORES
3427,12/31/2007 0:00,4/12/1960,8/11/1995,1/1/1900,47,12,Nanaimo,Produce,Produce Clerk,18,F,Female,Not Applicable,Not Applicable,2007,ACTIVE,STORES
3427,12/31/2008 0:00,4/12/1960,8/11/1995,1/1/1900,48,13,Nanaimo,Produce,Produce Clerk,18,F,Female,Not Applicable,Not Applicable,2008,ACTIVE,STORES
3427,12/31/2009 0:00,4/12/1960,8/11/1995,1/1/1900,49,14,Nanaimo,Produce,Produce Clerk,18,F,Female,Not Applicable,Not Applicable,2009,ACTIVE,STORES
3427,12/31/2010 0:00,4/12/1960,8/11/1995,1/1/1900,50,15,Nanaimo,Produce,Produce Clerk,18,F,Female,Not Applicable,Not Applicable,2010,ACTIVE,STORES
3427,12/31/2011 0:00,4/12/1960,8/11/1995,1/1/1900,51,16,Nanaimo,Produce,Produce Clerk,18,F,Female,Not Applicable,Not Applicable,2011,ACTIVE,STORES
3427,12/31/2012 0:00,4/12/1960,8/11/1995,1/1/1900,52,17,Nanaimo,Produce,Produce Clerk,18,F,Female,Not Applicable,Not Applicable,2012,ACTIVE,STORES
3427,12/31/2013 0:00,4/12/1960,8/11/1995,1/1/1900,53,18,Nanaimo,Produce,Produce Clerk,18,F,Female,Not Applicable,Not Applicable,2013,ACTIVE,STORES
3427,12/31/2014 0:00,4/12/1960,8/11/1995,1/1/1900,54,19,Nanaimo,Produce,Produce Clerk,18,F,Female,Not Applicable,Not Applicable,2014,ACTIVE,STORES
3427,12/31/2015 0:00,4/12/1960,8/11/1995,1/1/1900,55,20,Nanaimo,Produce,Produce Clerk,18,F,Female,Not Applicable,Not Applicable,2015,ACTIVE,STORES
3428,12/31/2006 0:00,4/12/1960,8/11/1995,1/1/1900,46,11,Langley,Produce,Produce Clerk,17,F,Female,Not Applicable,Not Applicable,2006,ACTIVE,STORES
3428,12/31/2007 0:00,4/12/1960,8/11/1995,1/1/1900,47,12,Langley,Produce,Produce Clerk,17,F,Female,Not Applicable,Not Applicable,2007,ACTIVE,STORES
3428,12/31/2008 0:00,4/12/1960,8/11/1995,1/1/1900,48,13,Langley,Produce,Produce Clerk,17,F,Female,Not Applicable,Not Applicable,2008,ACTIVE,STORES
3428,12/31/2009 0:00,4/12/1960,8/11/1995,1/1/1900,49,14,Langley,Produce,Produce Clerk,17,F,Female,Not Applicable,Not Applicable,2009,ACTIVE,STORES
3428,12/31/2010 0:00,4/12/1960,8/11/1995,1/1/1900,50,15,Langley,Produce,Produce Clerk,17,F,Female,Not Applicable,Not Applicable,2010,ACTIVE,STORES
3428,12/31/2011 0:00,4/12/1960,8/11/1995,1/1/1900,51,16,Langley,Produce,Produce Clerk,17,F,Female,Not Applicable,Not Applicable,2011,ACTIVE,STORES
3428,12/31/2012 0:00,4/12/1960,8/11/1995,1/1/1900,52,17,Langley,Produce,Produce Clerk,17,F,Female,Not Applicable,Not Applicable,2012,ACTIVE,STORES
3428,12/31/2013 0:00,4/12/1960,8/11/1995,1/1/1900,53,18,Langley,Produce,Produce Clerk,17,F,Female,Not Applicable,Not Applicable,2013,ACTIVE,STORES
3428,12/31/2014 0:00,4/12/1960,8/11/1995,1/1/1900,54,19,Langley,Produce,Produce Clerk,17,F,Female,Not Applicable,Not Applicable,2014,ACTIVE,STORES
3428,12/31/2015 0:00,4/12/1960,8/11/1995,1/1/1900,55,20,Langley,Produce,Produce Clerk,17,F,Female,Not Applicable,Not Applicable,2015,ACTIVE,STORES
3429,12/31/2006 0:00,2/3/1944,8/11/1995,2/3/2009,62,11,New Westminister,Meats,Meat Cutter,20,F,Female,Not Applicable,Not Applicable,2006,ACTIVE,STORES
3429,12/31/2007 0:00,2/3/1944,8/11/1995,2/3/2009,63,12,New Westminister,Meats,Meat Cutter,20,F,Female,Not Applicable,Not Applicable,2007,ACTIVE,STORES
3429,12/31/2008 0:00,2/3/1944,8/11/1995,2/3/2009,64,13,New Westminister,Meats,Meat Cutter,20,F,Female,Not Applicable,Not Applicable,2008,ACTIVE,STORES
3430,12/31/2006 0:00,4/14/1960,8/12/1995,1/1/1900,46,11,Kelowna,Meats,Meat Cutter,16,F,Female,Not Applicable,Not Applicable,2006,ACTIVE,STORES
3430,12/31/2007 0:00,4/14/1960,8/12/1995,1/1/1900,47,12,Kelowna,Meats,Meat Cutter,16,F,Female,Not Applicable,Not Applicable,2007,ACTIVE,STORES
3430,12/31/2008 0:00,4/14/1960,8/12/1995,1/1/1900,48,13,Kelowna,Meats,Meat Cutter,16,F,Female,Not Applicable,Not Applicable,2008,ACTIVE,STORES
3430,12/31/2009 0:00,4/14/1960,8/12/1995,1/1/1900,49,14,Kelowna,Meats,Meat Cutter,16,F,Female,Not Applicable,Not Applicable,2009,ACTIVE,STORES
3430,12/31/2010 0:00,4/14/1960,8/12/1995,1/1/1900,50,15,Kelowna,Meats,Meat Cutter,16,F,Female,Not Applicable,Not Applicable,2010,ACTIVE,STORES
3430,12/31/2011 0:00,4/14/1960,8/12/1995,1/1/1900,51,16,Kelowna,Meats,Meat Cutter,16,F,Female,Not Applicable,Not Applicable,2011,ACTIVE,STORES
3430,12/31/2012 0:00,4/14/1960,8/12/1995,1/1/1900,52,17,Kelowna,Meats,Meat Cutter,16,F,Female,Not Applicable,Not Applicable,2012,ACTIVE,STORES
3430,12/31/2013 0:00,4/14/1960,8/12/1995,1/1/1900,53,18,Kelowna,Meats,Meat Cutter,16,F,Female,Not Applicable,Not Applicable,2013,ACTIVE,STORES
3430,12/31/2014 0:00,4/14/1960,8/12/1995,1/1/1900,54,19,Kelowna,Meats,Meat Cutter,16,F,Female,Not Applicable,Not Applicable,2014,ACTIVE,STORES
3430,12/31/2015 0:00,4/14/1960,8/12/1995,1/1/1900,55,20,Kelowna,Meats,Meat Cutter,16,F,Female,Not Applicable,Not Applicable,2015,ACTIVE,STORES
3431,12/31/2006 0:00,4/14/1960,8/12/1995,1/1/1900,46,11,Cranbrook,Meats,Meat Cutter,8,F,Female,Not Applicable,Not Applicable,2006,ACTIVE,STORES
3431,12/31/2007 0:00,4/14/1960,8/12/1995,1/1/1900,47,12,Cranbrook,Meats,Meat Cutter,8,F,Female,Not Applicable,Not Applicable,2007,ACTIVE,STORES
3431,12/31/2008 0:00,4/14/1960,8/12/1995,1/1/1900,48,13,Cranbrook,Meats,Meat Cutter,8,F,Female,Not Applicable,Not Applicable,2008,ACTIVE,STORES
3431,12/31/2009 0:00,4/14/1960,8/12/1995,1/1/1900,49,14,Cranbrook,Meats,Meat Cutter,8,F,Female,Not Applicable,Not Applicable,2009,ACTIVE,STORES
3431,12/31/2010 0:00,4/14/1960,8/12/1995,1/1/1900,50,15,Cranbrook,Meats,Meat Cutter,8,F,Female,Not Applicable,Not Applicable,2010,ACTIVE,STORES
3431,12/31/2011 0:00,4/14/1960,8/12/1995,1/1/1900,51,16,Cranbrook,Meats,Meat Cutter,8,F,Female,Not Applicable,Not Applicable,2011,ACTIVE,STORES
3431,12/31/2012 0:00,4/14/1960,8/12/1995,1/1/1900,52,17,Cranbrook,Meats,Meat Cutter,8,F,Female,Not Applicable,Not Applicable,2012,ACTIVE,STORES
3431,12/31/2013 0:00,4/14/1960,8/12/1995,1/1/1900,53,18,Cranbrook,Meats,Meat Cutter,8,F,Female,Not Applicable,Not Applicable,2013,ACTIVE,STORES
3431,12/31/2014 0:00,4/14/1960,8/12/1995,1/1/1900,54,19,Cranbrook,Meats,Meat Cutter,8,F,Female,Not Applicable,Not Applicable,2014,ACTIVE,STORES
3431,12/31/2015 0:00,4/14/1960,8/12/1995,1/1/1900,55,20,Cranbrook,Meats,Meat Cutter,8,F,Female,Not Applicable,Not Applicable,2015,ACTIVE,STORES
3433,12/31/2006 0:00,4/16/1960,8/13/1995,1/1/1900,46,11,Victoria,Bakery,Baker,46,M,Male,Not Applicable,Not Applicable,2006,ACTIVE,STORES
3433,12/31/2007 0:00,4/16/1960,8/13/1995,1/1/1900,47,12,Victoria,Bakery,Baker,46,M,Male,Not Applicable,Not Applicable,2007,ACTIVE,STORES
3433,12/31/2008 0:00,4/16/1960,8/13/1995,1/1/1900,48,13,Victoria,Bakery,Baker,46,M,Male,Not Applicable,Not Applicable,2008,ACTIVE,STORES
3433,12/31/2009 0:00,4/16/1960,8/13/1995,1/1/1900,49,14,Victoria,Bakery,Baker,46,M,Male,Not Applicable,Not Applicable,2009,ACTIVE,STORES
3433,12/31/2010 0:00,4/16/1960,8/13/1995,1/1/1900,50,15,Victoria,Bakery,Baker,46,M,Male,Not Applicable,Not Applicable,2010,ACTIVE,STORES
